FileName_OrigDNA,PathName_OrigDNA,FileName_OrigER,PathName_OrigER,FileName_OrigRNA,PathName_OrigRNA,FileName_OrigAGP,PathName_OrigAGP,FileName_OrigMito,PathName_OrigMito,FileName_OrigBrightfield_H,PathName_OrigBrightfield_H,Metadata_Plate,Metadata_Well,Metadata_Site
r01c02f02p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f02p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f02p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f02p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f02p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f02p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A02,02
r01c02f03p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f03p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f03p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f03p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f03p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f03p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A02,03
r01c02f04p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f04p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f04p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f04p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f04p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f04p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A02,04
r01c02f05p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f05p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f05p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f05p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f05p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f05p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A02,05
r01c02f06p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f06p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f06p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f06p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f06p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f06p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A02,06
r01c02f07p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f07p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f07p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f07p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f07p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f07p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A02,07
r01c02f08p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f08p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f08p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f08p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f08p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f08p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A02,08
r01c02f09p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f09p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f09p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f09p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f09p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c02f09p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A02,09
r01c03f01p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f01p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f01p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f01p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f01p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f01p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A03,01
r01c03f02p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f02p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f02p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f02p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f02p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f02p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A03,02
r01c03f03p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f03p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f03p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f03p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f03p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f03p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A03,03
r01c03f04p01-ch5sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f04p01-ch4sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f04p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f04p01-ch2sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f04p01-ch1sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,r01c03f04p01-ch6sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0014-jump-adipocyte/broad/images/2022_11_28_Batch1/images/BR00135677__2022-09-10T16_54_19-Measurement1/Images,BR00135677,A03,04
